ref_branch_code,material_nature_sum_desc,CV,seasonal_strength,residual_cv,length,CV_pct,Fs_pct,ResCV_pct,score,predictability_level
CAT_1019,CAT_003,1.0191047799244026,0.48328609788171695,0.6365088940156837,62,0.8182537589026642,0.43840675283566344,0.7466367713004485,29.873384331311005,low
CAT_1019,CAT_004,0.3619541090604782,0.5804275645690512,0.1920732272824321,49,0.013980480084410446,0.5898179899762596,0.0924558164072804,81.18438406752836,high
CAT_1019,CAT_005,1.4253237807257721,0.5038021257677938,1.8209988408763769,50,0.9348456871537852,0.47085201793721976,0.9791611711949354,21.85702980743867,low
CAT_1019,CAT_007,0.7115783849984069,0.4459395107647516,0.5197040506037337,44,0.4697968873648114,0.3739118965972039,0.5995779477710367,44.17304141387497,low
CAT_1019,CAT_008,0.7329849952184768,0.6775735992872622,0.49178262395490624,62,0.5091005011870219,0.7192033764178317,0.5557900290160908,57.28831442891058,medium
CAT_1019,CAT_009,0.6206006376524312,0.2595816862318444,0.5602156991805015,61,0.298601951991559,0.12938538644157213,0.6576101292534952,40.079134792930624,low
CAT_1019,CAT_010,0.8833999884066803,0.46566511984516124,0.656211066961363,62,0.7230282247428119,0.40648905302031124,0.7654972302822475,32.02848852545503,low
CAT_1027,CAT_001,0.3873238676324474,0.4784869300620438,0.27753833990038307,61,0.023608546557636508,0.4297019256132946,0.17225006594566078,72.79873384331312,high
CAT_1027,CAT_002,0.7750283176120005,0.6514047491738767,0.5483920321577955,60,0.5799261408599314,0.6841202848852546,0.6431020838828805,51.30572408335531,medium
CAT_1027,CAT_003,0.9009098100150549,0.6533550368742709,0.4991337420632777,61,0.7413611184384068,0.6868900026378264,0.568979161171195,46.44157214455289,low
CAT_1027,CAT_004,0.6213665538863521,0.5332457383772171,0.4940913735674643,59,0.3005803218148246,0.515958849907676,0.5611975731996834,57.39118965972039,medium
CAT_1027,CAT_005,1.172837474083966,0.6258667282419577,0.7165260184024652,60,0.8806383539963071,0.6541809548931681,0.8124505407544184,34.692693220786076,low
CAT_1027,CAT_007,1.0932488046644795,0.22682368133376396,1.1298081604478911,60,0.8517541545766288,0.10287523080981271,0.9376154049063572,11.292534951200212,low
CAT_1027,CAT_008,0.6267923685006229,0.44193427661853124,0.5072274492765031,61,0.31047217093115276,0.3675811131627539,0.5801899235030336,50.68055921920338,low
CAT_1027,CAT_009,1.2340743522211788,0.47511200939183507,0.7288020215219467,60,0.8994988129781061,0.4229754682141915,0.820627802690583,24.526510155631758,low
CAT_1027,CAT_010,0.6386805593407797,0.5682406087526908,0.4195841605030193,61,0.33368504352413614,0.5702980743867053,0.4250857293590082,60.96280664732261,medium
CAT_1032,CAT_001,0.409356450084048,0.4916356453822076,0.3019943073550342,61,0.03442363492482195,0.4533104721709312,0.20997098390925878,72.55605381165921,high
CAT_1032,CAT_002,0.6727927745212966,0.33536862035620063,0.5094754792953534,60,0.3971247691901873,0.2135320495911369,0.5841466631495648,40.97335795304669,low
CAT_1032,CAT_003,0.925585327917161,0.2952994329243033,0.6690658985465665,61,0.761144816671063,0.16328145608018993,0.7777631231864943,20.53020311263519,low
CAT_1032,CAT_004,0.7186227931021675,0.3546718387308091,0.7228210817633188,61,0.4840411500923239,0.235821682933263,0.8169348456871538,33.73252439989449,low
CAT_1032,CAT_005,1.1899148421344756,0.33653616302903777,0.9894092980527043,61,0.886969137430757,0.21498285412819837,0.9125560538116592,14.869427591664472,low
CAT_1032,CAT_007,0.9395789787672603,0.18906498330313581,0.876470449894939,61,0.7723555790029016,0.07570561857029807,0.8849907676074914,14.43418623054603,low
CAT_1032,CAT_008,0.5695572394472401,0.21484516679752097,0.5657431920621191,61,0.21775257188077024,0.09548931680295436,0.6639409126879451,41.830651543128475,low
CAT_1032,CAT_009,0.8618238691948228,0.5106544256749581,0.5480007015933293,61,0.6996834608282775,0.48140332366130306,0.6425745185966764,38.4173041413875,low
